Symbol,Weekly_StdDev,Weekly_ATR,Weekly_WoW,Trend_13W
DBREALTY.NS,10.228683804516695,6.625,-1.7523466042510698,-32.542620547656284
PIIND.NS,3.814199141715454,76.125,-1.4987822802838677,-10.34519739095642
BEL.NS,4.557521340943734,10.150009155273438,-4.472839017560471,-4.940078745652141
HONASA.NS,7.878288047622763,12.812507629394531,-8.256050627100407,-16.307231218247768
CENTRALBK.NS,6.743751856213804,0.8475008010864258,-1.8433188301070929,-4.721700272217003
CHOLAHLDNG.NS,4.31491516488776,63.824981689453125,-0.45368957460570797,-5.476601910667863
ATHERENERG.NS,6.5128670125837225,23.95001220703125,-3.9543856226774525,10.949529512403764
ACMESOLAR.NS,6.688513883341679,9.962501525878906,3.3342721775025432,-25.51525568557998
GLENMARK.NS,4.364462136206408,41.600006103515625,-0.7062240975808346,-6.157831326572397
PNBHOUSING.NS,8.142985189933448,22.462493896484375,-2.085520395541047,1.7884855454192605
AKZOINDIA.NS,3.669301413112961,136.95001220703125,0.49525095258207175,4.6224960810395235
SYRMA.NS,6.677665555068059,31.725021362304688,-1.3252573946770938,-11.376951817738421
MANAPPURAM.NS,5.158523374463962,7.9375,-0.5720436302059637,-2.754484334003742
LTF.NS,4.5921662794100415,9.950004577636719,-1.954140242660084,23.044179792452013
OBEROIRLTY.NS,4.9545859502271234,42.375030517578125,-1.9424474947418526,-2.5617242440575594
HINDALCO.NS,4.588022806726151,13.800018310546875,0.33404190707561493,11.126061289545678
LEMONTREE.NS,5.4222528733484365,6.425006866455078,-2.7532965495085713,-7.4609568258328745
CHAMBLFERT.NS,5.199467035057753,13.449989318847656,-1.4588440943628802,-20.81422366102063
CANBK.NS,5.0202148080312625,4.512500762939453,-0.9149627394618217,25.067931477205857
AMBER.NS,5.381501292785554,246.75,-0.48761904761904756,-21.191093947987692
MINDACORP.NS,5.481768737984223,15.67498779296875,-0.8189113073778864,5.844328736629495
SBIN.NS,4.018667120498769,11.862503051757812,-0.9264024704065877,11.613617121750826
NATIONALUM.NS,5.818962128340807,6.700004577636719,-2.7274324934733274,27.464823477240763
HUDCO.NS,6.224238744246718,7.409996032714844,-6.429267227180888,-7.6111112114534185
ALKEM.NS,3.1836976298983846,111.25,-1.4888556074354682,0.893259947667599
RKFORGE.NS,5.936796232621662,12.037506103515625,-1.9949141004944153,-8.124556948612554
IDEA.NS,8.006238165452098,0.4524998664855957,-0.46296472085026064,27.9761962879815
INDIACEM.NS,6.064464578450171,10.787498474121094,-0.4925560428689104,3.8750893444744814
ABBOTINDIA.NS,3.1937823268676535,460.0,-3.178441872516842,-7.706240737691421
ICICIPRULI.NS,3.686241008709755,17.962493896484375,2.611618391485476,6.613565252412866
SHRIRAMFIN.NS,4.714655259398651,22.5,-1.5147984369174656,33.7777265297802
MANKIND.NS,3.8893973262131545,35.875,-2.6796689030265246,-19.326474345598356
ADANIPOWER.NS,8.00244561186947,4.770000457763672,-2.629015726380131,-1.3250668297941721
COFORGE.NS,5.057669330779791,60.95001220703125,-6.294554753184867,3.465168109015912
BAYERCROP.NS,3.6353343703679797,68.4251708984375,-2.071146262233237,-16.001633884620315
KSB.NS,4.389440770056511,16.70001220703125,-2.1769599723497497,-15.269824528429377
J&KBANK.NS,5.8108575100330535,2.8100013732910156,-2.09404132831492,-4.374588315388375
GODREJAGRO.NS,3.5474249133875624,24.875,1.9471564780506947,-18.746151659620523
BSE.NS,7.734952457968429,123.8499755859375,-6.552079491406482,20.562621854980968
SAGILITY.NS,7.178182217443806,1.830000877380371,-0.81135439629165,5.425122444412626
IOB.NS,7.2363175756180675,0.9975004196166992,-3.0174680425695186,-10.37182379570393
ABSLAMC.NS,3.886896414565375,14.912506103515625,0.26153123386958016,-11.698387337125519
EMAMILTD.NS,4.11850407647097,9.349990844726562,-0.7043617538573975,-9.312239518833172
SUMICHEM.NS,4.217117446345302,11.63751220703125,-2.3320808390146426,-24.493186587965322
GICRE.NS,5.53511016285317,9.237495422363281,-2.016501789695888,2.774345953078122
CUB.NS,4.266133798793962,7.125,-2.777273548293379,24.722751746253206
UNIONBANK.NS,5.535204446784567,4.505001068115234,-2.478801680437566,6.557374731380607
ELECON.NS,6.977707340581336,12.762489318847656,-0.2740053276633911,-23.799409766793694
WHIRLPOOL.NS,4.475145833741515,24.07501220703125,-3.391259842762638,-31.432205538002666
ABREL.NS,5.756726089066035,56.20001220703125,-5.113408987214664,-11.973281824883607
POWERINDIA.NS,6.092185657966778,792.5,-2.14970214970215,-0.709592641261498
PNB.NS,5.0302379212711195,3.207500457763672,-3.500125025285573,3.6628365266579657
TRIVENI.NS,5.671780675443207,17.850006103515625,-1.01283531896398,-3.65176164221009
BHARTIHEXA.NS,4.690121233703014,37.300048828125,-5.140154935667896,-2.706007095412756
MFSL.NS,3.7821123098999614,33.37506103515625,0.5679859148968686,8.842934108605297
MPHASIS.NS,4.524223524471012,65.67510986328125,-2.711947962075546,-4.0183060613956005
COCHINSHIP.NS,7.2664821631739995,45.524993896484375,-2.3114355231143553,-15.312512029150874
UPL.NS,3.9349679886412163,16.625015258789062,-2.5161343960253095,7.075680240417233
AUROPHARMA.NS,4.164697916368723,24.25,-3.975034936311598,4.467476964026558
BEML.NS,6.593900764637875,57.399993896484375,-2.508333227462458,-23.425946065944316
ATUL.NS,3.7292660399312947,154.75,-0.6563805302190776,-8.105976975240498
SHYAMMETL.NS,4.575114454493715,29.937484741210938,-0.6102907292397235,-12.133892394389255
LTFOODS.NS,5.8388361643270565,15.899993896484375,-2.9137204769949885,-18.59333556773863
INDUSTOWER.NS,5.167212544602993,9.325004577636719,-2.8025075948904314,13.226840656340432
ZENTEC.NS,8.385398249523067,44.5,-2.592352651097947,-15.677596786876732
PRESTIGE.NS,5.473591377156255,57.925018310546875,-3.6515329913505408,0.5745381546093289
NSLNISP.NS,6.049258739611015,1.125,-1.9693687144563297,-14.066493460541949
NCC.NS,5.719683600341114,4.674999237060547,-5.102284517247531,-26.45744145295115
NBCC.NS,6.853282817818114,3.2775001525878906,-4.524361775193888,-3.2706475994541697
EIDPARRY.NS,4.562012215491635,33.52500915527344,-0.522852842637806,-3.648131166908793
BANKINDIA.NS,6.148236706226313,4.4824981689453125,-1.6910056310699695,16.784262485114226
ANGELONE.NS,8.13197749920231,84.25,-5.776577822471123,9.81646476721118
DRREDDY.NS,3.1663827612310866,17.04998779296875,-1.2311756409218146,-4.7060568563028164
SIEMENS.NS,4.059530161671469,82.0,-4.672416696432753,-4.672416696432753
RADICO.NS,4.179635473162406,94.2249755859375,-0.21549400525292373,4.668304668304668
SBILIFE.NS,2.9437284144689664,29.574981689453125,-0.7807445342212491,9.024275270053316
DIVISLAB.NS,4.016273655810479,121.125,-2.548853016142736,1.7500000000000002
MOTHERSON.NS,5.098106281834429,2.477499008178711,-0.25630332672879597,7.031534690313593
VOLTAS.NS,4.408801922222469,20.225006103515625,0.7385115921721929,-5.852523005641163
JUBLPHARMA.NS,5.819236363571767,40.54998779296875,-1.9777204111536675,-4.044719321483422
GMRAIRPORT.NS,4.858724589997803,3.269998550415039,-5.864167297412898,5.306391145449754
JBMA.NS,6.8080255999963635,21.26251220703125,-5.838490453306941,-23.42888722711455
INDUSINDBK.NS,4.873736357141799,21.249984741210938,-4.177678037682845,12.002951726965255
JWL.NS,8.267058882643159,11.425006866455078,-5.654368670644865,-25.84253217123114
ANANDRATHI.NS,4.257562423871089,75.17498779296875,0.10697738916871206,-4.450359200832426
ADANIENSOL.NS,7.034966266142022,25.487518310546875,0.761098471966727,12.44370522041752
ATGL.NS,9.322950438517868,15.587493896484375,-1.458319827704187,-10.277075900300158
JBCHEPHARM.NS,4.099734595971807,36.54998779296875,-0.9313027157133326,5.4952791929430225
PTCIL.NS,8.160929688048954,538.0,-0.47152317880794703,25.72614107883817
POONAWALLA.NS,7.732234509906085,15.775001525878906,-4.461914431601752,-10.11494374882871
M&MFIN.NS,4.953884123369255,12.674995422363281,-5.346209916772654,20.151962895345203
SAPPHIRE.NS,4.622833857476292,6.530002593994141,-4.18504004435341,-26.273953135813105
EIHOTEL.NS,5.07343946272371,10.274993896484375,0.6004803647449091,-3.6179988943132826
JUBLFOOD.NS,4.137025301988728,9.899993896484375,-1.7869245453410842,-6.992344687262069
INDHOTEL.NS,4.6748114640531755,15.712509155273438,-1.730746202150368,-7.388303616125495
BRITANNIA.NS,2.8584282829962575,117.375,-2.1640664318067437,-3.913007661257105
ASHOKLEY.NS,4.1695369086670695,3.5550003051757812,-1.8276777509952693,12.84762202589681
UNOMINDA.NS,5.178551951202605,25.725006103515625,-3.4737560825292766,-6.93339420970269
DEVYANI.NS,5.120795523658198,2.9025039672851562,-2.712984799902879,-25.526201443862067
ONESOURCE.NS,5.930470169807705,47.500030517578125,-1.1152003964642043,-9.446467603226465
APARINDS.NS,6.306895569590826,232.75,-1.5001685582649738,-0.9212162314909008
SBICARD.NS,3.7743762324645833,14.975006103515625,-2.1804268537303537,-0.6654102754168898
NETWEB.NS,8.350591782188573,149.6500244140625,1.9145897627947637,-4.23247572180207
JKCEMENT.NS,4.532838655088256,144.5,-3.3066666666666666,-20.737394345671817
THERMAX.NS,5.249746213048937,95.9249267578125,-3.053726810093388,-16.592091928434822
PFIZER.NS,3.1964791982996683,85.7750244140625,0.26599609375,-1.8443503732256485
TORNTPHARM.NS,2.9915974319097116,52.6500244140625,-0.007918980829746684,4.3094937889512845
HDFCLIFE.NS,3.1780939344872103,13.612503051757812,-0.30586693001103366,-2.077473759447984
FINCABLES.NS,5.15183393451488,20.837509155273438,-0.14934160670255606,-11.482212936412216
RAILTEL.NS,7.024422780300175,12.862503051757812,-5.263946697242355,-19.347642449118002
TATASTEEL.NS,4.474786381668645,3.2824974060058594,-2.004671229298117,-4.501983562542929
SAMMAANCAP.NS,6.813215506806904,5.124996185302734,-2.7642973982284498,0.7052541439048327
ETERNAL.NS,6.380883654307265,9.837501525878906,-2.359779083623071,-15.16861971315017
DLF.NS,4.878369699463096,18.9375,-5.008681874674366,-12.08692278829183
FORCEMOT.NS,7.308730295769681,516.25,-3.058193044795247,-10.473936198827264
DEEPAKFERT.NS,6.9122264450103375,47.324981689453125,-7.101959499589149,-17.60104243503335
BAJAJ-AUTO.NS,3.4812246958369117,115.75,-1.2569985728400483,0.2563673856099872
JIOFIN.NS,4.768151179300176,6.299995422363281,-4.032921810699588,-8.04416403785489
SAIL.NS,5.8337613759340945,2.704998016357422,-2.4219040423129212,-5.044049391424134
VBL.NS,4.746497968864532,10.862495422363281,-2.0731351086494425,-0.9379306760539065
COLPAL.NS,2.9691219437145824,31.85003662109375,-1.1134658382458873,-7.461871574352871
LICHSGFIN.NS,4.413367857678409,13.850021362304688,-1.762640828374837,-10.214235667986452
AEGISLOG.NS,6.481195928449332,21.162490844726562,-0.13496187104732602,-6.518852426466534
AADHARHFC.NS,4.577594684113077,7.4875030517578125,0.4258451052219355,-10.331078491105497
GODREJIND.NS,5.243165085659242,25.974990844726562,1.4792899408284024,-12.470226150937929
ENDURANCE.NS,4.051789557217655,78.0499267578125,-3.2004549701485523,-10.612957029215142
GODIGIT.NS,4.342444089047593,11.887504577636719,-3.3654485531033522,-3.8219227175725163
PCBL.NS,5.727188260946674,8.725006103515625,-2.1981503761225953,-24.53327743970367
DOMS.NS,5.795108970935888,73.9749755859375,-3.514704954576043,-4.31681916882329
LALPATHLAB.NS,4.647991641722519,78.17498779296875,-5.723532509076703,-17.58608344724338
DABUR.NS,2.859789242118652,7.375,-2.1172354795767645,-6.259091303906404
CARBORUNIV.NS,4.628648148537215,33.09999084472656,-2.0233346071064755,-11.103578893461345
RBLBANK.NS,6.261327031952725,7.075004577636719,-0.9810333942953084,11.734312838733855
PIDILITIND.NS,2.9215371425452474,22.500030517578125,-1.125345797619153,-4.3073203662677955
NHPC.NS,4.285145796605335,1.8299980163574219,-0.9861192931618866,-13.106356383771232
ZENSARTECH.NS,5.168174279270132,14.73748779296875,-4.315487657099162,-16.764790182800205
SUNTV.NS,4.1635809917374464,13.400009155273438,0.4921641135961546,-0.44539188037706534
RPOWER.NS,9.225541709263386,1.7975006103515625,-11.358807708685099,-30.47460264497318
RELIANCE.NS,3.037519332108545,15.625,-0.590677380900029,8.817676100126798
ADANIGREEN.NS,8.261388715405973,32.35002136230469,-3.822346855406055,-5.03540951174952
BANDHANBNK.NS,4.966986621339881,4.5200042724609375,0.7781241602246902,-15.5075433194624
LICI.NS,3.962859220089189,13.5625,-1.3679760984117668,-3.9785113623889963
SIGNATURE.NS,4.974238347998141,26.32501220703125,-1.2457732151372394,0.19863428048773904
TTML.NS,10.353202431911514,4.969999313354492,0.8343505341973564,-14.124785819957268
AMBUJACEM.NS,4.367203429119603,9.537490844726562,-1.0584420210023602,-9.322686351608809
RRKABEL.NS,5.778340409880556,36.57501220703125,2.813916194560921,12.364420890132996
KFINTECH.NS,6.268711980772943,29.6500244140625,-2.3068243644737394,-9.40081513964837
APLLTD.NS,4.314071894218126,25.537521362304688,-1.7726175176056038,-7.836290345574818
IRB.NS,6.90135362937458,1.1325006484985352,-2.6401894585473866,-4.254214188415552
FACT.NS,9.699483865410338,35.162506103515625,-4.811097992916174,-19.387093904002928
GLAXO.NS,4.216823690313365,59.449951171875,1.0606536362431425,-6.147166976648325
MCX.NS,5.329370966622422,418.0,-3.606303780334526,23.827858163075202
TATACHEM.NS,5.03172383264696,15.500015258789062,-2.138103230278106,-23.762075421419627
AGARWALEYE.NS,5.237870142717428,17.850006103515625,-2.687748241801507,8.2078908044073
DATAPATTNS.NS,6.694171946515192,118.324951171875,-7.490147399579817,-10.52723091587562
BHARTIARTL.NS,2.9756299848354253,27.9749755859375,-2.380498388160199,4.902164290938139
MMTC.NS,7.875220023413659,3.0275001525878906,-4.422430663337607,-19.824900922025755
JSWSTEEL.NS,3.838662187154202,26.749969482421875,-5.214246956802317,-1.8881432419168647
BAJAJHLDNG.NS,4.1362146585168835,212.75,-1.0195867990340757,-15.782664941785251
PERSISTENT.NS,4.889770237316209,214.0,-6.080822022851009,11.22411914275336
ABB.NS,4.546574507558384,111.5,0.5122257659224896,-4.3572606926536706
INDGN.NS,4.435949140521266,11.42498779296875,-1.264992561625951,-10.178162722612353
TECHM.NS,3.9062951692584704,22.1500244140625,-0.821239114659208,1.3136791900505167
ZYDUSLIFE.NS,3.594710769287477,14.050018310546875,-0.6334236230329358,-10.77316646821759
INOXINDIA.NS,4.960046165688478,26.200042724609375,0.8613048283752419,-6.941289245478339
AFCONS.NS,4.503361540104477,13.299995422363281,-0.8523424288060237,-14.329036016692154
BATAINDIA.NS,3.505210370284493,30.17498779296875,-0.5636291574775182,-22.315582295237572
SAREGAMA.NS,6.086321990755882,17.6875,-1.5797936210595196,-24.906825982797162
MEDANTA.NS,4.92269779067077,23.925018310546875,-0.9798044189138375,-14.92393906904572
METROPOLIS.NS,4.806602753442497,28.250030517578125,-0.21826999680137965,-9.824839814887012
CUMMINSIND.NS,3.968417043716056,76.625,1.9154624074563933,11.618961596973145
FLUOROCHEM.NS,6.031762321165717,166.54998779296875,2.786068194773831,-8.406393510871723
WAAREEENER.NS,6.758535137584485,81.64996337890625,0.0801020027286206,-18.46093695826305
BAJAJFINSV.NS,3.8338042738508937,43.5999755859375,-1.8363939899833055,-0.44986449032383324
PETRONET.NS,3.3453587153942395,4.0124969482421875,-1.910480434211406,-0.6862427400415982
DMART.NS,4.485122547883222,95.52496337890625,-3.8511219744348244,-20.42594061604853
SHREECEM.NS,3.840914054372736,443.75,-0.9204218600191754,-13.292457559745682
CIPLA.NS,3.000174805137471,17.64996337890625,-1.4334592404125284,-4.873717886050256
NYKAA.NS,5.836708866507807,8.900001525878906,-3.061225650838548,1.3874086489438728
IRCON.NS,6.383327646010298,6.134998321533203,-1.1083308578151263,-19.056108904198304
GRSE.NS,8.055906927371456,98.87493896484375,-2.820832649099291,-7.636051682712061
LODHA.NS,7.0362735093672075,28.800018310546875,-3.1396208330848765,-11.462875356682515
IEX.NS,5.636383438037447,3.287494659423828,-4.287382721224618,-6.676506092560226
JINDALSTEL.NS,4.996809289044159,18.425003051757812,0.25824758170620904,-3.4990416430150573
SUNDARMFIN.NS,4.501991965033281,113.6500244140625,-3.2114290226176663,2.5279162267291877
ALKYLAMINE.NS,4.994898052630619,45.25,-1.8321729298089748,-22.64677457102683
ASIANPAINT.NS,3.441568445976842,58.375,-5.733533810741958,12.933370236066812
ACE.NS,5.993278564515609,26.675018310546875,-4.0062341172220055,-19.67825980808424
TVSMOTOR.NS,4.0914165407548495,60.625,-1.7760641471616372,2.008844235454665
COROMANDEL.NS,3.2908194780001843,73.87506103515625,-1.3780789679165708,0.3139552357395534
NMDC.NS,4.912489014321837,1.5274982452392578,-2.10567699402251,-2.195217995521855
PATANJALI.NS,5.738338981053421,11.8125,-4.212057502033121,-13.093434884203978
NTPC.NS,3.408367234100111,4.525001525878906,-0.8196702742164497,-4.511326027329038
RAMCOCEM.NS,3.93866495767344,20.399993896484375,1.048464449647626,-3.092390162767372
BIKAJI.NS,5.20990133323732,18.962509155273438,0.5022372603797446,-8.607672132691087
TRITURBINE.NS,6.4450750437151765,17.100006103515625,-3.8137234868060443,-2.1451222763871467
IRFC.NS,6.499467247778515,3.190000534057617,-2.050609516065368,-12.714901889314136
CGPOWER.NS,5.809110025387281,20.262496948242188,0.8089569545010972,-14.459842016525068
NIACL.NS,6.587688440983248,5.767498016357422,-0.2196461186755506,-21.009486162592186
JINDALSAW.NS,6.441469989851862,5.155002593994141,-1.144805713887518,-24.816451801492974
HAL.NS,4.876379030847796,99.2750244140625,-2.9754714227436416,-12.31439661879997
RAINBOW.NS,4.509495746374693,25.324981689453125,0.9401103665967775,-3.8973886726770104
3MINDIA.NS,4.0192730525832845,762.5,0.7326007326007326,14.908908574293832
CROMPTON.NS,4.081060868904754,5.624996185302734,-3.748558158864347,-20.2580040231294
AXISBANK.NS,3.422216601047129,15.9000244140625,-0.3274815728557505,12.536316696314667
MOTILALOFS.NS,7.589270246272815,30.5,-6.044514910824952,-11.972058342294998
POLYCAB.NS,4.752772828405916,209.5,0.027559597629874606,-3.8415684196582327
UNITDSPR.NS,3.4251217089413166,26.10003662109375,-1.5114042572818893,7.935554004580991
OLECTRA.NS,7.376727484306015,47.499969482421875,-3.0295586546849345,-27.986098825226733
BHARATFORG.NS,4.212770526942088,28.700042724609375,-1.5433820179142959,8.768767340133156
SYNGENE.NS,3.7243689513513116,9.649978637695312,-1.7661750560434966,-5.5526352887849315
NTPCGREEN.NS,5.238975990402055,1.927499771118164,-1.3814298310249278,-13.53455925816733
GVT&D.NS,6.915792543498066,140.625,4.012563260487056,-6.152444091382282
GRASIM.NS,3.4829750292790043,35.97503662109375,0.1929395277803058,-4.364288466507713
BLUEDART.NS,4.225836948242596,114.875,-3.3965315841495194,-6.707740367927803
UCOBANK.NS,6.498472963006899,0.8550000190734863,-1.9687710174157897,-6.988728275728537
CERA.NS,4.250121936012009,111.625,-1.3566616766467066,-15.844508301404852
CESC.NS,4.413727742582794,3.5624961853027344,-3.32183837890625,2.6022016288155556
OLAELEC.NS,9.186570895936457,1.6299991607666016,-3.971830556090449,-40.887807811748814
MGL.NS,4.147015081548561,34.724945068359375,-4.162388989049146,-16.613364353070896
IFCI.NS,9.078751528270695,1.880000114440918,-2.6326431934809316,-19.517910143639885
ULTRACEMCO.NS,3.5074632155680114,142.75,-2.2936966456842285,-9.40997761432683
CCL.NS,4.898877513747205,30.925033569335938,1.621396568960506,8.932907342080615
SUPREMEIND.NS,4.320487435507891,56.39996337890625,-3.438051174005611,-25.995845026019925
TIMKEN.NS,4.97926869432657,86.45001220703125,-1.974976710087245,-0.3188361113694673
MARUTI.NS,3.335047902985935,188.25,-0.9888220120378332,1.6200201714573876
LINDEINDIA.NS,5.394216674932122,211.0,0.04230118443316413,-6.36629978620635
SRF.NS,3.624105598653435,60.7999267578125,1.9650723376833699,0.1668305381259439
MAXHEALTH.NS,4.953115265641236,21.12506103515625,-1.6037885178045899,-6.889704726038081
ABFRL.NS,6.292487894396516,2.8899993896484375,-2.997038127456318,-18.477911366497356
CAMS.NS,4.730235840483433,23.324996948242188,-4.53783829484284,-9.375684405869226
OIL.NS,5.746324370568113,8.474998474121094,-3.1435882566555287,-0.4510770976135773
PGHH.NS,2.547260716093422,177.25,-0.333677603877016,-8.949049208883727
BASF.NS,5.275276473599178,68.32501220703125,-1.4978830424157303,-14.409362163740337
FORTIS.NS,4.167463958778061,20.837493896484375,-3.365028843585209,-9.990039999316677
CHOICEIN.NS,3.8508464111073573,21.13751220703125,-5.8616219861700385,-10.93683025480151
IGIL.NS,7.152803990604283,12.775001525878906,2.7219418432249434,-12.602670672233984
ADANIPORTS.NS,5.175936808446233,29.20001220703125,-0.11925591619251266,5.589012748900572
VMM.NS,4.059286049993965,3.752504348754883,-2.743737450182112,-15.077125238246424
ICICIGI.NS,3.1620074515761716,27.875,-1.9499594572495786,4.0830714393770595
PFC.NS,4.93548774919733,8.112503051757812,-2.949097994182059,-15.487204220045214
GILLETTE.NS,3.496934205501403,216.5,-1.779508687837028,-20.822063369397217
ASTRAZEN.NS,4.649495781096503,194.625,-2.622879748550371,0.559628406737926
ONGC.NS,3.881130405363874,2.607501983642578,-0.6964277683272622,3.6884235704884376
CHALET.NS,4.801155973382585,18.100006103515625,-2.7714423814070526,-15.087127362993403
FIRSTCRY.NS,6.5980324134573705,12.337493896484375,-2.5783048597670084,-27.84826235965844
HAVELLS.NS,3.782290315198442,30.60003662109375,-2.923773059519666,-12.339705984591271
HEXT.NS,5.550594720354802,22.449996948242188,-1.9874130506790328,-4.609275911883678
HYUNDAI.NS,3.8687544026414526,44.8499755859375,0.3767028002543841,-17.481226252820807
KALYANKJIL.NS,5.919840100634518,16.237503051757812,-5.309643430758248,-8.809149067390798
MRPL.NS,7.169814712616876,5.605003356933594,-0.9106342560496968,17.356135276966832
ALOKINDS.NS,6.8817596487478205,0.5475001335144043,-1.173567188326697,-15.209330745053604
CANFINHOME.NS,4.579265555059794,21.600006103515625,1.1767358753039816,17.782377719280714
UTIAMC.NS,5.007589279965172,24.225006103515625,-2.0228080698248307,-19.16629617191722
