Symbol,Latest_0830,P1D_0830,P1W_0830,P1M_0830,P3M_0830,P6M_0830,P1Y_0830,R1D_0830,R1W_0830,R1M_0830,R3M_0830,R6M_0830,R1Y_0830,Latest_1530,P1D_1530,P1W_1530,P1M_1530,P3M_1530,P6M_1530,P1Y_1530,R1D_1530,R1W_1530,R1M_1530,R3M_1530,R6M_1530,R1Y_1530
HSCL.NS,494.0,494.0,482.25,462.3500061035156,448.25,505.1499938964844,586.7573852539062,0.0,2.436495593571799,6.845461983058404,10.206358059118797,-2.207263987173132,-15.80847341423194,494.0,494.0,482.25,462.3500061035156,448.25,505.1499938964844,586.7573852539062,0.0,2.436495593571799,6.845461983058404,10.206358059118797,-2.207263987173132,-15.80847341423194
ABCAPITAL.NS,361.25,361.25,346.75,349.3999938964844,299.8500061035156,269.3299865722656,183.88999938964844,0.0,4.181687094448449,3.3915301403887224,20.47690266689125,34.129141948726435,96.44896470663404,361.25,361.25,346.75,349.3999938964844,299.8500061035156,269.3299865722656,183.88999938964844,0.0,4.181687094448449,3.3915301403887224,20.47690266689125,34.129141948726435,96.44896470663404
BRIGADE.NS,890.4500122070312,890.4500122070312,878.7999877929688,891.5499877929688,895.4000244140625,1106.453369140625,1273.87255859375,0.0,1.3256741665780565,-0.1233778925464951,-0.5528269010569292,-19.522138298639927,-30.098972130303643,890.4500122070312,890.4500122070312,878.7999877929688,891.5499877929688,895.4000244140625,1106.453369140625,1273.87255859375,0.0,1.3256741665780565,-0.1233778925464951,-0.5528269010569292,-19.522138298639927,-30.098972130303643
CRAFTSMAN.NS,8013.5,8013.5,7031.5,7038.5,6716.5,5489.87255859375,5332.35546875,0.0,13.965725663087536,13.852383320309723,19.310652869798258,45.96878004856065,50.28067890377361,8013.5,8013.5,7031.5,7038.5,6716.5,5489.87255859375,5332.35546875,0.0,13.965725663087536,13.852383320309723,19.310652869798258,45.96878004856065,50.28067890377361
ANANTRAJ.NS,584.0499877929688,584.0499877929688,535.5999755859375,540.3499755859375,699.0499877929688,553.333984375,868.3547973632812,0.0,9.045932489826525,8.087353415653329,-16.45089793407714,5.551078423759384,-32.74062749852834,584.0499877929688,584.0499877929688,535.5999755859375,540.3499755859375,699.0499877929688,553.333984375,868.3547973632812,0.0,9.045932489826525,8.087353415653329,-16.45089793407714,5.551078423759384,-32.74062749852834
TARIL.NS,336.3999938964844,336.3999938964844,285.6499938964844,247.8500061035156,489.1000061035156,487.7000122070313,569.6637573242188,0.0,17.766497841547686,35.72724858275188,-31.22061138856601,-31.02317295951168,-40.947622247095936,336.3999938964844,336.3999938964844,285.6499938964844,247.8500061035156,489.1000061035156,487.7000122070313,569.6637573242188,0.0,17.766497841547686,35.72724858275188,-31.22061138856601,-31.02317295951168,-40.947622247095936
HEG.NS,619.7000122070312,619.7000122070312,600.25,523.0999755859375,513.4000244140625,507.8904418945313,531.107666015625,0.0,3.2403185684350277,18.466840208296627,20.705099871058184,22.01450570627561,16.68067547509282,619.7000122070312,619.7000122070312,600.25,523.0999755859375,513.4000244140625,507.8904418945313,531.107666015625,0.0,3.2403185684350277,18.466840208296627,20.705099871058184,22.01450570627561,16.68067547509282
CENTURYPLY.NS,824.0999755859375,824.0999755859375,829.9500122070312,811.7999877929688,813.0999755859375,738.614013671875,796.5905151367188,0.0,-0.7048661407374565,1.5151500342354751,1.352847168894964,11.573834280382222,3.4534004518616825,824.0999755859375,824.0999755859375,829.9500122070312,811.7999877929688,813.0999755859375,738.614013671875,796.5905151367188,0.0,-0.7048661407374565,1.5151500342354751,1.352847168894964,11.573834280382222,3.4534004518616825
EMCURE.NS,1430.9000244140625,1430.9000244140625,1404.0,1392.5,1284.199951171875,1346.2161865234375,1455.1409912109375,0.0,1.9159561548477564,2.757631914833932,11.423460428286017,6.290508072802068,-1.6658844018064656,1430.9000244140625,1430.9000244140625,1404.0,1392.5,1284.199951171875,1346.2161865234375,1455.1409912109375,0.0,1.9159561548477564,2.757631914833932,11.423460428286017,6.290508072802068,-1.6658844018064656
IIFL.NS,641.4000244140625,641.4000244140625,593.9500122070312,566.3499755859375,452.2000122070313,470.75,431.5,0.0,7.988889844570244,13.251532102650716,41.83989542229592,36.25066902051248,48.64426985262167,641.4000244140625,641.4000244140625,593.9500122070312,566.3499755859375,452.2000122070313,470.75,431.5,0.0,7.988889844570244,13.251532102650716,41.83989542229592,36.25066902051248,48.64426985262167
