Symbol,Latest Close,Close_1W,Close_1M,Close_3M,Close_6M,Close_1Y,Close_2Y,Close_3Y,Close_4Y,Close_5Y,RSI,MACD,Signal,Histogram
CAMPUS.NS,266.25,275.8500061035156,276.79998779296875,276.29998779296875,292.6000061035156,298.1499938964844,278.20001220703125,444.20001220703125,,,41.54972925983135,-0.8793882004356419,-1.040153522793804,0.160765322358162
LUPIN.NS,2070.699951171875,2081.89990234375,1971.800048828125,1947.199951171875,1994.5999755859375,2101.64990234375,1198.1500244140625,736.0999755859375,935.6500244140625,944.6500244140625,58.25437087463481,27.25190138281073,26.31234817523843,0.939553207572299
DELHIVERY.NS,398.04998779296875,417.6000061035156,429.54998779296875,474.3999938964844,371.8500061035156,340.1000061035156,383.3500061035156,367.29998779296875,,,32.484508532869526,-13.234784926437385,-12.009341122651486,-1.2254438037858986
HINDCOPPER.NS,363.5,339.29998779296875,332.79998779296875,245.64999389648438,258.8699951171875,283.45001220703125,162.14999389648438,112.25,128.10000610351562,33.04999923706055,63.16116056699273,7.014724949926347,2.617492110737002,4.3972328391893445
HINDZINC.NS,490.45001220703125,499.8500061035156,474.5,435.6000061035156,525.0,506.95001220703125,301.3500061035156,324.25,319.5,213.9499969482422,53.8009577299615,4.579564968632326,2.148954054662485,2.430610913969841
KARURVYSYA.NS,242.3000030517578,253.8300018310547,249.1199951171875,205.64999389648438,197.60833740234375,199.5500030517578,125.91666412353516,85.45833587646484,48.25,27.04166603088379,44.68932531205892,1.5249314627303363,2.9552606999923534,-1.430329237262017
WELCORP.NS,797.7999877929688,862.0,906.5999755859375,858.9000244140625,955.25,794.0999755859375,526.3499755859375,236.9499969482422,139.85000610351562,99.94999694824219,28.5413803334025,-18.581866505384255,-10.119060471952476,-8.462806033431779
VEDL.NS,511.25,533.2999877929688,515.0499877929688,434.3999938964844,457.8999938964844,468.3999938964844,234.14999389648438,307.29998779296875,323.8500061035156,92.0,48.48290723223355,6.942202542714426,7.978698580989669,-1.036496038275243
JMFINANCIL.NS,138.27000427246094,154.5800018310547,158.85000610351562,192.24000549316406,155.02000427246094,139.22999572753906,83.1500015258789,70.5999984741211,82.55000305175781,75.4000015258789,35.53831732368009,-4.710208461780667,-5.013044135586501,0.3028356738058342
ABLBL.NS,128.5399932861328,129.60000610351562,132.4199981689453,142.00999450683594,,,,,,,42.06241372445647,-1.5791735528478057,-1.556753202259261,-0.022420350588544746
SOBHA.NS,1471.4000244140625,1530.9000244140625,1701.199951171875,1407.5999755859375,1679.5999755859375,1692.3499755859375,872.5499877929688,633.5,911.2999877929688,294.95001220703125,37.04173523814042,-14.628173919328901,-6.621007126388241,-8.00716679294066
THELEELA.NS,389.6499938964844,416.75,421.8999938964844,411.1499938964844,431.6499938964844,,,,,,32.03569584407312,-8.472713546251896,-5.92480882807535,-2.5479047181765457
BANKBARODA.NS,285.20001220703125,295.54998779296875,289.04998779296875,234.63999938964844,248.02000427246094,260.57000732421875,194.35000610351562,163.6999969482422,101.30000305175781,45.04999923706055,49.966184401992756,3.3694384046935966,4.369941813264731,-1.0005034085711344
SBFC.NS,104.63999938964844,107.69000244140625,113.97000122070312,106.81999969482422,114.5,87.91000366210938,90.5999984741211,,,,38.98843430479738,-1.4315606702613053,-1.146534671211632,-0.2850259990496733
NAVA.NS,515.9500122070312,516.9000244140625,573.0999755859375,686.5499877929688,528.8499755859375,515.2750244140625,192.02499389648438,90.2750015258789,60.25,25.674999237060547,33.983163280347085,-19.033719699849485,-21.934976688814118,2.901256988964633
CEATLTD.NS,3833.0,3840.60009765625,4026.0,3384.5,3797.800048828125,3142.050048828125,2092.699951171875,1728.8499755859375,1261.6500244140625,1109.3499755859375,45.12514976847734,-3.1453111931768944,8.285756808008127,-11.431068001185022
BHEL.NS,269.70001220703125,291.0,263.8500061035156,216.67999267578125,258.1499938964844,251.35000610351562,142.75,70.3499984741211,64.80000305175781,27.200000762939453,44.67429548740271,4.596139906805263,7.90295433931076,-3.3068144325054973
HEROMOTOCO.NS,6167.0,6295.5,5296.0,5443.0,4349.39990234375,4635.85009765625,3568.0,2744.0,2700.89990234375,2968.0,62.71715140593354,197.11638756119464,183.02479769469488,14.09158986649976
IDFCFIRSTB.NS,79.12000274658203,80.70999908447266,81.47000122070312,72.2699966430664,72.30999755859375,66.20999908447266,84.1500015258789,56.29999923706055,50.900001525878906,30.600000381469727,48.41345322583821,0.5989758557844596,0.8315445746340138,-0.2325687188495542
BALKRISIND.NS,2356.699951171875,2300.10009765625,2321.60009765625,2320.89990234375,2502.699951171875,2875.75,2553.10009765625,1978.3499755859375,2379.89990234375,1373.949951171875,51.9864987983631,14.439132722901832,6.856501083325219,7.582631639576612
FINPIPE.NS,165.19000244140625,176.30999755859375,185.25999450683594,210.5800018310547,218.61000061035156,272.70001220703125,199.1999969482422,157.85000610351562,223.89999389648438,109.7699966430664,19.71344053754288,-5.56794096025402,-4.272179696547018,-1.2957612637070026
DBREALTY.NS,116.16000366210938,129.8699951171875,145.74000549316406,174.2100067138672,217.52999877929688,183.60000610351562,214.35000610351562,102.1500015258789,46.54999923706055,6.699999809265137,21.03296863838814,-7.751679128219848,-6.385968539221351,-1.365710588998497
PIIND.NS,3329.699951171875,3388.89990234375,3758.300048828125,3697.699951171875,3935.800048828125,4177.4501953125,3758.199951171875,3371.5,2749.300048828125,2273.949951171875,29.404878964026153,-63.24012319745225,-56.61918335395329,-6.6209398434989595
BEL.NS,386.3999938964844,417.25,414.25,371.8999938964844,392.45001220703125,312.8500061035156,139.35000610351562,110.5999984741211,74.43333435058594,29.633333206176758,33.057770081465364,-3.572999904919243,-0.7858747021547506,-2.7871252027644924
HONASA.NS,256.3999938964844,286.54998779296875,273.95001220703125,299.8999938964844,320.0,261.70001220703125,353.1499938964844,,,,27.993245177726948,-3.041696479613961,0.011286094031503047,-3.052982573645464
CENTRALBK.NS,36.27000045776367,38.439998626708984,38.959999084472656,35.720001220703125,40.34000015258789,61.0099983215332,44.349998474121094,22.850000381469727,21.850000381469727,11.0,34.52027394420354,-0.38078497587511606,-0.13819633355772537,-0.2425886423173907
CHOLAHLDNG.NS,1881.9000244140625,1894.9000244140625,1884.0999755859375,1760.0,1940.300048828125,1550.949951171875,1067.300048828125,600.8499755859375,699.25,411.8999938964844,48.760801111585025,-7.901355128630485,-10.590093446694807,2.6887383180643223
ATHERENERG.NS,678.75,708.8499755859375,654.6500244140625,520.25,313.0,,,,,,50.922919998518246,7.0786109970409825,10.22421516288391,-3.1456041658429275
ACMESOLAR.NS,210.25,226.5399932861328,265.1000061035156,302.25,248.10000610351562,278.3999938964844,,,,,17.564574136907524,-14.402667713629626,-12.918174698605547,-1.4844930150240785
GLENMARK.NS,1921.9000244140625,1941.699951171875,1811.5,2051.89990234375,1599.199951171875,1548.6500244140625,775.3499755859375,429.29998779296875,514.8499755859375,497.70001220703125,52.33757971687083,21.703103602227202,13.416305572253457,8.286798029973745
PNBHOUSING.NS,873.1500244140625,908.7999877929688,896.1500244140625,799.8499755859375,1126.0999755859375,914.25,798.75,347.0326843261719,477.4391174316406,302.8046569824219,42.58404290687235,-2.7170301413513016,0.5655476416132496,-3.2825777829645513
AKZOINDIA.NS,3489.699951171875,3299.5,3262.300048828125,3382.800048828125,3239.699951171875,3714.699951171875,2500.550048828125,2302.800048828125,2128.85009765625,1948.5,60.01834467049935,44.754155735774475,28.5289454117734,16.225210324001075
SYRMA.NS,728.9000244140625,813.0499877929688,799.5,860.2999877929688,547.5,566.9000244140625,550.7000122070312,300.1499938964844,,,30.541882179967388,-16.2555687943792,-1.911855528733249,-14.343713265645953
MANAPPURAM.NS,271.75,282.3999938964844,270.6499938964844,292.1000061035156,264.7799987792969,169.58999633789062,152.39999389648438,116.19999694824219,216.8000030517578,158.8000030517578,42.36440765583949,-0.567145058211338,0.09628721329357917,-0.6634322715049171
LTF.NS,299.29998779296875,309.1499938964844,303.6000061035156,233.57000732421875,193.0,148.13999938964844,141.85000610351562,80.94999694824219,85.4000015258789,60.5039176940918,54.16288280661048,7.3276667325325775,8.589006138529736,-1.261339405997159
OBEROIRLTY.NS,1610.0,1618.9000244140625,1792.9000244140625,1623.300048828125,1903.0999755859375,2164.75,1404.949951171875,888.1500244140625,957.25,443.6000061035156,37.99248556385806,-20.483416602891566,-14.76875692732267,-5.714659675568896
HINDALCO.NS,819.4500122070312,810.7999877929688,790.4000244140625,738.75,650.7999877929688,663.0499877929688,501.95001220703125,440.45001220703125,453.95001220703125,176.5,57.35699028472445,5.196183894038313,3.23376743201244,1.9624164620258733
LEMONTREE.NS,159.86000061035156,163.27999877929688,162.7100067138672,177.92999267578125,141.1199951171875,132.82000732421875,115.5999984741211,93.94999694824219,54.599998474121094,27.549999237060547,50.05190295747062,-0.13284341307604564,-1.4127505399382365,1.2799071268621909
CHAMBLFERT.NS,420.8999938964844,441.70001220703125,479.8500061035156,549.5499877929688,551.9500122070312,534.3499755859375,310.95001220703125,286.6000061035156,351.79998779296875,161.6999969482422,21.326315866832104,-14.505056057190131,-13.5447416588606,-0.9603143983295315
CANBK.NS,142.83999633789062,150.5,140.6699981689453,108.11000061035156,117.69000244140625,108.62999725341797,78.6500015258789,61.45000076293945,46.31999969482422,17.8799991607666,47.62658278820204,3.088212874499419,4.377979779416364,-1.2897669049169451
AMBER.NS,6451.0,7072.5,7227.0,7473.0,6638.0,6013.75,3260.699951171875,2022.0999755859375,3378.300048828125,2249.0,25.63873433495698,-283.07371166096254,-237.38185518563535,-45.6918564753272
MINDACORP.NS,582.0999755859375,576.6500244140625,579.2000122070312,520.5999755859375,568.0,505.95001220703125,342.6000061035156,210.9499969482422,165.85000610351562,66.55000305175781,47.360412827576496,1.478492441144681,3.6797816339662806,-2.2012891928215996
SBIN.NS,956.4000244140625,973.0999755859375,955.8499755859375,808.7999877929688,820.0499877929688,859.7000122070312,559.9500122070312,599.0499877929688,509.6000061035156,207.0,50.287682357696674,8.080695775904701,13.358036733114554,-5.277340957209853
NATIONALUM.NS,268.3500061035156,263.79998779296875,234.72999572753906,210.55999755859375,187.24000549316406,245.16000366210938,90.94999694824219,75.3499984741211,99.30000305175781,30.350000381469727,65.15191193306421,7.8239868620997015,7.7258664351148445,0.09812042698485701
HUDCO.NS,212.7899932861328,238.52000427246094,230.69000244140625,217.07000732421875,247.33999633789062,242.05999755859375,82.25,48.900001525878906,44.79999923706055,30.799999237060547,34.10255221386119,-1.9960196628577194,0.3357543049714817,-2.331773967829201
ALKEM.NS,5599.0,5609.5,5668.5,5333.0,4873.5,5672.7001953125,4521.14990234375,3130.85009765625,3530.199951171875,2696.89990234375,45.01216439041294,10.482528368404019,26.204483432953126,-15.721955064549107
RKFORGE.NS,524.7999877929688,536.5,531.75,579.2000122070312,663.9500122070312,969.5999755859375,760.9000244140625,230.3000030517578,203.32000732421875,73.8499984741211,42.63210230550267,-4.044051939267888,-3.1107872237443472,-0.9332647155235407
IDEA.NS,10.289999961853027,9.930000305175781,9.609999656677246,7.289999961853027,7.050000190734863,8.420000076293945,13.600000381469727,8.350000381469727,9.850000381469727,8.399999618530273,54.48662236661819,0.2580216969286191,0.2779857451878137,-0.019964048259194622
INDIACEM.NS,414.5,386.6499938964844,378.45001220703125,395.20001220703125,342.5,370.75,217.35000610351562,243.0500030517578,210.14999389648438,116.44999694824219,59.80681335819405,2.724820862108402,1.3180956240123864,1.4067252380960154
ABBOTINDIA.NS,28725.0,29810.0,28785.0,30965.0,31810.0,28850.0,23886.5,19493.94921875,19990.44921875,15864.75,38.29740552175103,-203.07805600260326,-113.2003623774132,-89.87769362519006
ICICIPRULI.NS,616.25,621.5499877929688,615.3499755859375,593.1500244140625,637.5499877929688,675.7999877929688,555.9500122070312,476.95001220703125,642.0499877929688,409.70001220703125,50.534554207686,2.4111875154077325,3.174459257631693,-0.7632717422239605
SHRIRAMFIN.NS,834.25,851.5499877929688,816.3499755859375,596.75,698.0,626.4600219726562,394.9700012207031,255.1300048828125,327.260009765625,157.7899932861328,58.176400188667024,23.12523548978629,28.803650579919434,-5.678415090133143
MANKIND.NS,2185.5,2229.800048828125,2261.800048828125,2579.39990234375,2356.699951171875,2596.14990234375,1934.0,,,,29.225618578466808,-41.84327117617522,-44.61693571302352,2.773664536848301
ADANIPOWER.NS,139.0399932861328,147.33999633789062,151.47999572753906,126.7699966430664,112.62000274658203,107.51000213623047,76.33999633789062,67.19999694824219,21.6200008392334,7.230000019073486,30.848673834966675,-2.889924528233024,-2.008305920191085,-0.881618608041939
COFORGE.NS,1951.300048828125,1902.5999755859375,1740.199951171875,1662.4000244140625,1794.0,1753.1800537109375,1123.9300537109375,773.1599731445312,1075.239990234375,436.75,66.45529794202727,48.76624597987893,39.31527620107107,9.45096977880786
BAYERCROP.NS,4435.60009765625,4607.7998046875,4591.89990234375,5057.0,5493.0,6096.0498046875,5272.2998046875,4601.64990234375,4752.10009765625,5362.39990234375,32.16598805905866,-80.73585632037884,-85.26841647674485,4.532560156366003
KSB.NS,737.0,745.6500244140625,757.0,807.5499877929688,869.9000244140625,830.9000244140625,660.6599731445312,391.9100036621094,262.67999267578125,91.2300033569336,41.38849862175036,-8.145328666277805,-10.690367967494705,2.5450393012168995
J&KBANK.NS,100.05000305175781,107.18000030517578,105.20999908447266,101.05000305175781,107.13999938964844,107.11000061035156,109.5,40.25,45.79999923706055,14.449999809265137,34.5719502024439,-0.7688008061269471,-0.09151606346161767,-0.6772847426653295
GODREJAGRO.NS,575.7000122070312,608.2999877929688,589.5499877929688,734.4500122070312,819.0,771.0999755859375,503.3500061035156,464.79998779296875,615.6500244140625,524.5999755859375,38.40736008990424,-12.51565123996295,-15.936827429333762,3.4211761893708132
BSE.NS,2798.800048828125,2886.60009765625,2678.300048828125,2346.199951171875,2994.39990234375,1524.0167236328125,707.4500122070312,190.78334045410156,158.03334045410156,52.522220611572266,55.25439336633772,66.68598515632084,91.70018573557292,-25.014200579252076
SAGILITY.NS,48.060001373291016,49.7400016784668,51.81999969482422,42.02000045776367,40.560001373291016,35.91999816894531,,,,,42.72026141909979,-0.002136057564626981,0.31178227377273277,-0.31391833133735975
IOB.NS,36.849998474121094,38.849998474121094,39.59000015258789,39.08000183105469,40.529998779296875,58.970001220703125,39.349998474121094,20.25,21.399999618530273,9.350000381469727,32.78603800803889,-0.5043243931684316,-0.2944460464582084,-0.2098783467102232
ABSLAMC.NS,725.4500122070312,735.1500244140625,763.2000122070312,854.9000244140625,808.7000122070312,848.9500122070312,452.0,430.79998779296875,624.4500122070312,,37.860365964033214,-15.274887287085676,-17.653754726659365,2.378867439573689
EMAMILTD.NS,522.4500122070312,525.7000122070312,514.0999755859375,599.7000122070312,578.0,632.8499755859375,495.0,435.54998779296875,541.9000244140625,371.29998779296875,47.529887366192646,-3.6274472019488258,-5.355893995105508,1.7284467931566825
SUMICHEM.NS,452.3500061035156,473.04998779296875,475.1499938964844,565.75,518.3499755859375,544.0499877929688,388.3500061035156,460.54998779296875,382.6499938964844,274.8999938964844,35.73231551199852,-9.972500855863302,-12.689693172030035,2.7171923161667326
GICRE.NS,376.1499938964844,388.29998779296875,379.1499938964844,366.3999938964844,407.8500061035156,411.79998779296875,263.70001220703125,135.85000610351562,147.9499969482422,121.94999694824219,41.39851454679089,0.060487649284254985,1.2185903895609869,-1.1581027402767319
CUB.NS,264.8999938964844,282.95001220703125,255.4199981689453,197.24000549316406,204.6699981689453,184.8800048828125,146.10000610351562,187.60000610351562,164.5,158.5,51.607072633107,7.2900328768805025,9.695715709065666,-2.405682832185164
UNIONBANK.NS,148.36000061035156,154.19000244140625,153.3000030517578,128.0500030517578,155.38999938964844,128.3300018310547,106.0999984741211,70.25,49.599998474121094,23.799999237060547,44.836975381925164,1.2359004967424028,2.101870097472476,-0.8659696007300735
ELECON.NS,473.1000061035156,491.20001220703125,537.75,569.2999877929688,686.3499755859375,638.25,441.57501220703125,220.125,86.7249984741211,11.0,28.790397549115028,-19.557226417683864,-16.993282172449547,-2.5639442452343175
WHIRLPOOL.NS,914.5999755859375,990.2999877929688,1340.0,1363.0,1354.699951171875,1909.9000244140625,1571.5,1526.5999755859375,2317.050048828125,2064.0,18.091609554062472,-89.9369069620343,-67.27396554615274,-22.662941415881562
ABREL.NS,1657.5,1769.800048828125,1769.300048828125,1775.699951171875,2460.39990234375,2891.449951171875,1195.75,776.9500122070312,867.25,308.04998779296875,37.64433767720189,-6.68054560502037,0.6719989608052275,-7.352544565825598
POWERINDIA.NS,19040.0,22185.0,20863.0,18851.0,18141.0,12105.5498046875,4832.14990234375,2942.699951171875,2315.949951171875,929.5,37.09849366068638,160.36207298904628,594.1784264035415,-433.8163534144952
PNB.NS,116.0,125.30000305175781,122.37999725341797,104.20999908447266,112.19999694824219,110.01000213623047,76.55000305175781,44.29999923706055,41.849998474121094,27.450000762939453,37.450150897217306,0.13927089735756226,1.110912946638957,-0.9716420492813946
TRIVENI.NS,338.0,350.6000061035156,360.5,354.95001220703125,433.5,408.6000061035156,378.3999938964844,280.8500061035156,209.9499969482422,69.69999694824219,33.12539548778628,-2.651863817151707,-0.6025017109703797,-2.049362106181327
BHARTIHEXA.NS,1727.9000244140625,1748.699951171875,1761.800048828125,1745.9000244140625,1819.199951171875,1388.050048828125,,,,,41.93671221325623,-13.26270689597277,-8.182517547108873,-5.080189348863897
MFSL.NS,1695.300048828125,1713.4000244140625,1618.0999755859375,1583.800048828125,1524.5,1169.949951171875,973.2999877929688,650.0499877929688,964.6500244140625,613.8499755859375,56.08715923923783,22.358695531338526,27.25892370879562,-4.900228177457095
MPHASIS.NS,2896.800048828125,2832.300048828125,2736.0,2787.10009765625,2603.0,3017.699951171875,2352.35009765625,1972.550048828125,3348.25,1372.9000244140625,59.9517980964238,32.20134221613034,14.142290005313574,18.059052210816766
COCHINSHIP.NS,1616.0,1666.800048828125,1725.800048828125,1652.9000244140625,2301.300048828125,1695.5999755859375,553.5999755859375,337.45001220703125,187.0500030517578,167.125,32.822817044028284,-35.56208343903768,-31.687202936276297,-3.874880502761382
