Symbol,RSI,MACD_Latest,MACD_1D,Signal_Latest,Signal_1D,Histogram_Trend,EMA20,EMA50,EMA100,Price_1W,Price_1M,Price_3M
HSCL.NS,54.3696413463387,1.0327882944490625,0.720519466925964,-1.710047140087272,-2.3957559987213557,-0.37344003111098534,454.53113301089115,457.1647584234286,461.60668178862016,476.75,459.79998779296875,450.5
ABCAPITAL.NS,54.94541209267395,9.604309091606979,10.221844282844131,9.806221311058795,9.85669936592175,-0.5670571363741974,347.56313638373945,329.3708964093854,306.13144857391444,358.75,329.6000061035156,289.70001220703125
BRIGADE.NS,38.83915389439646,-23.456704059196227,-24.19222170467617,-22.23120685338579,-21.92483255193318,1.0418919469325552,899.6163719496017,929.8698851276902,959.6602244684136,883.1500244140625,958.9000244140625,904.3499755859375
CRAFTSMAN.NS,53.44263021809901,67.3784548631993,69.4739489393196,70.69003045325988,71.51792435077502,-1.2676001786051643,6951.6105843749265,6835.0860792170015,6608.691594749238,7102.5,7072.0,6773.5
ANANTRAJ.NS,18.791210155153877,-31.735167676033825,-30.75837099785963,-24.609507342665275,-22.828092259323135,0.8046184051679433,559.4498293128188,590.3474879484642,591.9021241924436,526.2999877929688,620.0,518.6500244140625
TARIL.NS,23.791492231723083,-39.87727183772847,-41.079174192986954,-42.53439396324599,-43.198674494625365,0.5376218238791068,279.9741466905225,351.5637440378304,407.2775508749786,236.89999389648438,296.6499938964844,496.5
HEG.NS,54.01534950300116,0.9930652898293602,0.6571076330700407,-1.0773011798739769,-1.594892797299811,-0.1816339606665145,528.5772147122749,526.3939349242627,518.1713126420528,520.5,522.1500244140625,499.1000061035156
CENTURYPLY.NS,71.5521162829909,13.30509436810155,10.965533396640467,10.267422330417274,9.508004320996204,1.5801429620400125,798.8244445737614,784.3291266933272,774.2968383684869,801.5,763.75,787.2024536132812
EMCURE.NS,57.75413275672425,11.59651780365948,11.095234650496423,10.84507989668968,10.65722041994723,0.31342367642060687,1393.9257505210585,1379.0237212494308,1357.7292027324377,1396.199951171875,1369.699951171875,1372.699951171875
IIFL.NS,54.59964118214455,10.904080495959647,11.404045170516838,13.63651843334765,14.31962791769465,0.18314480978980896,559.735545664593,533.7239994338962,504.33102037969326,569.3499755859375,540.3499755859375,440.45001220703125
BLUEJET.NS,45.01668171895629,-17.19630302910366,-18.21449736980435,-18.330459954279966,-18.61399918557404,0.7346551094066136,566.1063317077992,606.0652904607821,657.5288396951845,544.5999755859375,581.0999755859375,729.4666748046875
GMDCLTD.NS,41.02320292034075,-17.70074966205175,-17.833944917898748,-15.339270064422832,-14.748900165015604,0.7235651552542279,523.4694411003376,536.3992071774716,510.0506856434365,514.4000244140625,594.1500244140625,512.86474609375
VENTIVE.NS,40.56721676408829,-5.61639464231132,-5.243137727162662,-3.8545398205830734,-3.414076115151011,0.0672067902834037,721.9069797822209,728.6468162461775,732.7151782096337,727.7000122070312,723.75,749.6500244140625
PHOENIXLTD.NS,59.045188785852766,9.430052063543826,9.041409231750777,10.914079608780957,11.285086495090239,0.759649718102331,1727.8732784104432,1694.5233514343297,1650.7413468066272,1725.0999755859375,1732.199951171875,1553.00732421875
FEDERALBNK.NS,72.18844428557804,7.386781634177282,7.570555689375482,7.91880494420151,8.051810771707565,-0.05076822769214395,252.8746306094973,238.23367416335776,224.6087692705247,259.20001220703125,238.94000244140625,191.6300048828125
ADVENTHTL.NS,45.056343634028806,-23.067377900545466,-24.48392768155807,-25.670154169500464,-26.320848236739213,0.7658557137738562,241.67417428692707,276.475915396753,298.2322849195348,207.83999633789062,,
LATENTVIEW.NS,54.79813154351069,6.271134560454868,5.892731231722962,7.476434463437356,7.7777594391829785,0.6797283044775284,477.52320151131426,461.68000282155236,445.93736487198555,450.8999938964844,482.79998779296875,422.8500061035156
MANYAVAR.NS,33.52365372933349,-14.972664451007745,-14.268815998491391,-15.375310675333674,-15.475972231415154,-0.8045100085978341,609.8982089127036,641.6350394216247,685.1226014858345,597.25,629.5999755859375,721.2000122070312
SARDAEN.NS,46.76494055064795,-12.232902915967543,-13.112130885795978,-13.764045114100814,-14.14683066363413,0.49644242029511787,494.0067588063488,514.0549761015409,517.2364805568213,475.8500061035156,525.5499877929688,584.4500122070312
FSL.NS,40.52499710687416,-2.378321763245367,-2.1336100585860436,-0.6417411274417797,-0.20759596849088274,0.18943345429157343,346.7033799931007,347.98432919222586,349.7377734273143,347.0,366.3500061035156,351.45001220703125
JUBLINGREA.NS,45.835150930850055,-4.287094727693898,-4.064900839380357,0.4794180261952058,1.6710462146674816,0.9694343001587349,690.8614630899543,693.6829543237103,699.8806677453226,687.2999877929688,673.9000244140625,713.0
NEULANDLAB.NS,39.85724917837781,-76.42687899712473,-35.91732147727089,28.280532747028353,54.457385683066626,-14.33270458381557,16654.137240694286,16347.655268666193,15520.341154518776,16887.0,17577.0,14433.0
AIAENG.NS,39.33284772431464,64.1926145627549,79.82429586432636,100.56965125991314,109.66391043420269,-6.537422127281914,3714.948218865466,3553.1238644170335,3427.722111436103,3765.800048828125,3603.199951171875,3033.300048828125
GODREJCP.NS,59.944648682056,-1.5508841328023664,-2.9450989462800408,-2.3594504075076808,-2.5615919761840096,1.1920732448013456,1134.4371677671677,1144.5489593792734,1161.8085898715726,1136.0,1135.9000244140625,1239.468505859375
IDBI.NS,32.14324523495186,-0.8638123586578246,-0.7155974835267074,-0.002515142930198888,0.21280916100170752,0.06710942880078918,97.97350990650054,97.33415191161694,95.1502080865914,97.4000015258789,99.97000122070312,92.26000213623047
